FULLADDRESS,NOTIFICATION,STATUS,AddressType,CompleteStreetAddress,Add_Number,AddNum_Suf,St_PreDir,AbbreviatedPreDirectional,StreetNamePreModifier,StreetNamePreType,StreetNameSeparator,St_Name,St_PosTyp,AbbreviatedPostType,SubaddressType,SubaddressIdentifier,Floor,Building,Post_Code,NOTES,GlobalID,created_user,created_date,last_edited_user,last_edited_date,CompleteAddressNumber,CompleteStreetName,CompleteSubaddress,PlaceStateZip,Post_Comm,StateName,Inc_Muni,Uninc_Comm,x,y,longitude,latitude
2417 LOWER RIVER RD,,Other,,2417 LOWER RIVER ROAD ,2417,,,,LOWER,,,RIVER,ROAD,RD,,,,,97526,,{28B5ECE5-18E2-47F9-86F6-4C9BC001D09B},,,GPGIS,7/1/2024 18:54:44,2417,LOWER RIVER ROAD,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732292.765499999746680,5226051.625600002706051,-123.359284770000002,42.432924249999999
2375 LOWER RIVER RD,,Other,,2375 LOWER RIVER ROAD ,2375,,,,LOWER,,,RIVER,ROAD,RD,,,,,97526,,{A06B2A68-39C9-4B87-A9AE-DA7BF9E2D5DC},,,GPGIS,7/1/2024 18:54:44,2375,LOWER RIVER ROAD,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732206.687500000000000,5226061.525600001215935,-123.358511519999993,42.432989890000002
837 SW KINSINGTON CT,,Other,,837 SOUTHWEST KINSINGTON COURT ,837,,SOUTHWEST,SW,,,,KINSINGTON,COURT,CT,,,,,97526,delete,{76D1F39D-2E7F-4913-AC1D-23A8C023EE8C},,,GPGIS,7/1/2024 18:54:44,837,SOUTHWEST KINSINGTON COURT,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732301.172100000083447,5225947.450699999928474,-123.359360289999998,42.432233549999999
831 SW KINSINGTON CT,,Other,,831 SOUTHWEST KINSINGTON COURT ,831,,SOUTHWEST,SW,,,,KINSINGTON,COURT,CT,,,,,97526,delete,{2AB92211-AC34-48E8-AAB9-9FA83FC7EF4D},,,GPGIS,7/1/2024 18:54:44,831,SOUTHWEST KINSINGTON COURT,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732281.865100000053644,5225947.804600000381470,-123.359186850000000,42.432235890000001
823 SW KINSINGTON CT,,Other,,823 SOUTHWEST KINSINGTON COURT ,823,,SOUTHWEST,SW,,,,KINSINGTON,COURT,CT,,,,,97526,delete,{FC164688-451E-4B3E-9E71-04C637E56D88},,,GPGIS,7/1/2024 18:54:44,823,SOUTHWEST KINSINGTON COURT,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732257.672899998724461,5225948.454199999570847,-123.358969529999996,42.432240200000003
819 SW KINSINGTON CT,,Other,,819 SOUTHWEST KINSINGTON COURT ,819,,SOUTHWEST,SW,,,,KINSINGTON,COURT,CT,,,,,97526,delete,{8D67265A-7352-461B-945C-4AE4A086481B},,,GPGIS,7/1/2024 18:54:44,819,SOUTHWEST KINSINGTON COURT,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732243.416099999099970,5225948.360899999737740,-123.358841459999994,42.432239580000001
626 ROGUELEA LN,,Other,,626 ROGUELEA LANE ,626,,,,,,,ROGUELEA,LANE,LN,,,,,97526,,{25F01E28-2F8D-4D98-94B5-77810A21E255},,,GPGIS,7/1/2024 18:54:44,626,ROGUELEA LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,,GRANTS PASS,-13732184.896800000220537,5226276.374399997293949,-123.358315770000004,42.434414359999998
100 ORANGEWOOD DR,,Other,,100 ORANGEWOOD DRIVE ,100,,,,,,,ORANGEWOOD,DRIVE,DR,,,,,97526,,{B5B6C5C1-C3F8-4CFF-99DE-FECC9A6BFC4D},,,GPGIS,7/1/2024 18:54:44,100,ORANGEWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732095.060499999672174,5225880.249700002372265,-123.357508760000002,42.431787989999997
112 ORANGEWOOD DR,,Other,,112 ORANGEWOOD DRIVE ,112,,,,,,,ORANGEWOOD,DRIVE,DR,,,,,97526,,{73DD96F8-DE63-41A8-AFE1-64E278B96F85},,,GPGIS,7/1/2024 18:54:44,112,ORANGEWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732073.034199999645352,5225880.254900000989437,-123.357310889999994,42.431788019999999
124 ORANGEWOOD DR,,Other,,124 ORANGEWOOD DRIVE ,124,,,,,,,ORANGEWOOD,DRIVE,DR,,,,,97526,,{183227C0-45AF-4989-8940-6FBC9FD2C966},,,GPGIS,7/1/2024 18:54:44,124,ORANGEWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732052.088500000536442,5225879.098800003528595,-123.357122730000000,42.431780359999998
101 BRENTWOOD DR,,Other,,101 BRENTWOOD DRIVE ,101,,,,,,,BRENTWOOD,DRIVE,DR,,,,,97526,,{C4657133-EE1C-4BB4-928A-90CF6987DB7B},,,GPGIS,7/1/2024 18:54:44,101,BRENTWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732099.354600001126528,5225918.696800000965595,-123.357547330000003,42.432042899999999
822 ROGUELEA LN,,Other,,822 ROGUELEA LANE ,822,,,,,,,ROGUELEA,LANE,LN,,,,,97526,,{5510A7AC-8E83-4272-85EA-FFD3E3DCFD15},,,GPGIS,7/1/2024 18:54:44,822,ROGUELEA LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732152.236499998718500,5225937.120600000023842,-123.358022379999994,42.432165060000003
834 ROGUELEA LN,,Other,,834 ROGUELEA LANE ,834,,,,,,,ROGUELEA,LANE,LN,,,,,97526,,{5FD1F11D-53F9-4D3D-9B01-652C7265EAE1},,,GPGIS,7/1/2024 18:54:44,834,ROGUELEA LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732151.101999999955297,5225914.971900001168251,-123.358012189999997,42.432018210000003
846 ROGUELEA LN,,Other,,846 ROGUELEA LANE ,846,,,,,,,ROGUELEA,LANE,LN,,,,,97526,,{2D4730B1-A4B5-468B-9823-540C2ABBDF3B},,,GPGIS,7/1/2024 18:54:44,846,ROGUELEA LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732153.406700000166893,5225893.087899997830391,-123.358032890000004,42.431873109999998
858 ROGUELEA LN,,Other,,858 ROGUELEA LANE ,858,,,,,,,ROGUELEA,LANE,LN,,,,,97526,,{76828049-AE79-406C-B365-00D8500F6052},,,GPGIS,7/1/2024 18:54:44,858,ROGUELEA LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732147.664799999445677,5225869.949400000274181,-123.357981310000000,42.431719690000001
100 BRENTWOOD DR,,Other,,100 BRENTWOOD DRIVE ,100,,,,,,,BRENTWOOD,DRIVE,DR,,,,,97526,,{6770C970-5565-4093-BD46-59D42789A785},,,GPGIS,7/1/2024 18:54:44,100,BRENTWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732095.826999999582767,5225968.653200000524521,-123.357515640000003,42.432374129999999
112 BRENTWOOD DR,,Other,,112 BRENTWOOD DRIVE ,112,,,,,,,BRENTWOOD,DRIVE,DR,,,,,97526,,{E37AFAFD-8711-4091-B898-B208B8F38873},,,GPGIS,7/1/2024 18:54:44,112,BRENTWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732073.826000001281500,5225969.406900003552437,-123.357318010000000,42.432379120000000
124 BRENTWOOD DR,,Other,,124 BRENTWOOD DRIVE ,124,,,,,,,BRENTWOOD,DRIVE,DR,,,,,97526,,{8220775D-74B9-4A84-AFD2-AD19BEFDA981},,,GPGIS,7/1/2024 18:54:44,124,BRENTWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732057.380199998617172,5225968.846000000834465,-123.357170269999997,42.432375399999998
115 BRENTWOOD DR,,Other,,115 BRENTWOOD DRIVE ,115,,,,,,,BRENTWOOD,DRIVE,DR,,,,,97526,,{A3558CC0-3761-41CA-942B-FA5E371BB87B},,,GPGIS,7/1/2024 18:54:44,115,BRENTWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732081.082699999213219,5225919.322800002992153,-123.357383189999993,42.432047050000001
127 BRENTWOOD DR,,Other,,127 BRENTWOOD DRIVE ,127,,,,,,,BRENTWOOD,DRIVE,DR,,,,,97526,,{06CA1798-ABEE-4B6B-A7FE-87E7CCF41B70},,,GPGIS,7/1/2024 18:54:44,127,BRENTWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732056.395199999213219,5225917.920100003480911,-123.357161419999997,42.432037749999999
100 WEDGEWOOD DR,,Other,,100 WEDGEWOOD DRIVE ,100,,,,,,,WEDGEWOOD,DRIVE,DR,,,,,97526,,{EF43B140-D359-404B-850C-0D0FD14EDE50},,,GPGIS,7/1/2024 18:54:44,100,WEDGEWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732097.737700000405312,5226057.767800003290176,-123.357532809999995,42.432964970000000
762 ROGUELEA LN,,Other,,762 ROGUELEA LANE ,762,,,,,,,ROGUELEA,LANE,LN,,,,,97526,,{1C5D089B-23E3-4DD5-AAC7-7EC9F1C298AE},,,GPGIS,7/1/2024 18:54:44,762,ROGUELEA LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732149.433499999344349,5226034.001199997961521,-123.357997200000000,42.432807400000002
750 ROGUELEA LN,,Current,SERVICE,750 ROGUELEA LANE ,750,,,,,,,ROGUELEA,LANE,LN,,,,,97526,,{DC8C5E7D-956F-4BA3-9875-E8837F659E3C},,,EROSE,10/14/2024 14:22:47,750,ROGUELEA LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732150.133299998939037,5226054.732699997723103,-123.358003490000002,42.432944849999998
101 WEDGEWOOD DR,,Other,,101 WEDGEWOOD DRIVE ,101,,,,,,,WEDGEWOOD,DRIVE,DR,,,,,97526,,{16F6D8DF-C91B-47F1-B909-8FF51930CFD7},,,GPGIS,7/1/2024 18:54:44,101,WEDGEWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732099.260900000110269,5226003.757799997925758,-123.357546490000004,42.432606880000002
774 ROGUELEA LN,,Other,,774 ROGUELEA LANE ,774,,,,,,,ROGUELEA,LANE,LN,,,,,97526,,{A241CCCC-B4EE-4174-8E07-75BA2340BA7A},,,GPGIS,7/1/2024 18:54:44,774,ROGUELEA LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732152.919399999082088,5226013.224200002849102,-123.358028509999997,42.432669640000000
786 ROGUELEA LN,,Other,,786 ROGUELEA LANE ,786,,,,,,,ROGUELEA,LANE,LN,,,,,97526,,{5CAFB2E7-54FF-42C1-8AF6-6403C296FB04},,,GPGIS,7/1/2024 18:54:44,786,ROGUELEA LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732151.166500000283122,5225995.304499998688698,-123.358012770000002,42.432550829999997
798 ROGUELEA LN,,Other,,798 ROGUELEA LANE ,798,,,,,,,ROGUELEA,LANE,LN,,,,,97526,,{D00C0B03-67F3-4C28-B1E2-F840DE5F2705},,,GPGIS,7/1/2024 18:54:44,798,ROGUELEA LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732153.510200001299381,5225974.566500000655651,-123.358033820000003,42.432413330000003
810 ROGUELEA LN,,Other,,810 ROGUELEA LANE ,810,,,,,,,ROGUELEA,LANE,LN,,,,,97526,,{99F247C3-D770-4EE9-9995-518572823332},,,GPGIS,7/1/2024 18:54:44,810,ROGUELEA LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732152.189899999648333,5225958.162299998104572,-123.358021960000002,42.432304569999999
112 WEDGEWOOD DR,,Other,,112 WEDGEWOOD DRIVE ,112,,,,,,,WEDGEWOOD,DRIVE,DR,,,,,97526,,{C7E7FB59-CAD6-4935-8480-C89A6591FF29},,,GPGIS,7/1/2024 18:54:44,112,WEDGEWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732075.299899999052286,5226056.662900000810623,-123.357331250000001,42.432957649999999
124 WEDGEWOOD DR,,Other,,124 WEDGEWOOD DRIVE ,124,,,,,,,WEDGEWOOD,DRIVE,DR,,,,,97526,,{91F9E5CF-023E-48D4-86D6-34DD3BBCE8EE},,,GPGIS,7/1/2024 18:54:44,124,WEDGEWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732054.031700000166893,5226057.016800001263618,-123.357140189999996,42.432959990000001
115 WEDGEWOOD DR,,Other,,115 WEDGEWOOD DRIVE ,115,,,,,,,WEDGEWOOD,DRIVE,DR,,,,,97526,,{4062C9E2-FAB6-453E-8B89-B9EFC2E4804D},,,GPGIS,7/1/2024 18:54:44,115,WEDGEWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732081.361600000411272,5226004.370999999344349,-123.357385699999995,42.432610940000004
127 WEDGEWOOD DR,,Other,,127 WEDGEWOOD DRIVE ,127,,,,,,,WEDGEWOOD,DRIVE,DR,,,,,97526,,{1399D782-C1C7-4599-9DDB-13A2307A2DF2},,,GPGIS,7/1/2024 18:54:44,127,WEDGEWOOD DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732058.601999999955297,5226004.776000000536442,-123.357181249999996,42.432613629999999
827 SW KINSINGTON CT,,Other,,827 SOUTHWEST KINSINGTON COURT ,827,,SOUTHWEST,SW,,,,KINSINGTON,COURT,CT,,,,,97526,"this address is being used, delete others",{C5830BD2-C4D9-43C7-8356-89E849F9D690},,,GPGIS,7/1/2024 18:54:44,827,SOUTHWEST KINSINGTON COURT,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732269.546199999749660,5225954.164099998772144,-123.359076189999996,42.432278060000002
867 BENTLEY DR,,Other,,867 BENTLEY DRIVE ,867,,,,,,,BENTLEY,DRIVE,DR,,,,,97526,,{6B7805F8-DC83-4BAB-9C91-34820C0A23B2},,,GPGIS,7/1/2024 18:54:44,867,BENTLEY DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732388.923200000077486,5225926.881999999284744,-123.360148570000007,42.432097169999999
879 BENTLEY DR,,Other,,879 BENTLEY DRIVE ,879,,,,,,,BENTLEY,DRIVE,DR,,,,,97526,,{6D46BD0C-D282-457E-BC07-4ECCDF5AA989},,,GPGIS,7/1/2024 18:54:44,879,BENTLEY DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732395.300000000745058,5225902.780900001525879,-123.360205859999994,42.431937380000001
855 BENTLEY DR,,Other,,855 BENTLEY DRIVE ,855,,,,,,,BENTLEY,DRIVE,DR,,,,,97526,,{558332BE-6A51-4F34-B80B-74150DACB710},,,GPGIS,7/1/2024 18:54:44,855,BENTLEY DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13732390.446399999782443,5225949.535800002515316,-123.360162250000002,42.432247369999999
2172 ARNOLD AVE SPC 1,,Other,,2172 ARNOLD AVENUE SPACE 1,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,1,,,97527,,{8559098F-660E-4021-B092-901B5B591216},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 1,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733545.548200000077486,5222840.050300002098083,-123.370538710000005,42.411627330000002
2172 ARNOLD AVE SPC 2,,Other,,2172 ARNOLD AVENUE SPACE 2,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,2,,,97527,,{666123CF-F596-449A-9D46-6B51D3386E0E},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 2,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733499.013599999248981,5222871.516900002956390,-123.370120679999999,42.411836030000003
2172 ARNOLD AVE SPC 3,,Other,,2172 ARNOLD AVENUE SPACE 3,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,3,,,97527,,{B32B7FB7-F7B5-4B10-A723-C397B266B046},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 3,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733541.328800000250340,5222871.387999996542931,-123.370500809999996,42.411835170000003
2172 ARNOLD AVE SPC 5,,Other,,2172 ARNOLD AVENUE SPACE 5,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,5,,,97527,,{C34F2EE6-01A8-4D88-B0C9-B3F5D03B643C},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 5,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733536.675400000065565,5222909.377700001001358,-123.370459010000005,42.412087130000003
2172 ARNOLD AVE SPC 4,,Other,,2172 ARNOLD AVENUE SPACE 4,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,4,,,97527,,{1BB88F33-ABB6-470B-BD3C-BAF6EA83FE1B},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 4,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733482.082800000905991,5222917.893100000917912,-123.369968589999999,42.412143610000001
2172 ARNOLD AVE SPC 6,,Other,,2172 ARNOLD AVENUE SPACE 6,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,6,,,97527,,{4DD34388-D501-4845-8BDF-EC5BBC1686BF},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 6,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733461.464700000360608,5222953.113899998366833,-123.369783380000001,42.412377210000002
2172 ARNOLD AVE SPC 8,,Other,,2172 ARNOLD AVENUE SPACE 8,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,8,,,97527,,{69A52F97-AD4A-4618-BBB4-BEF48EA6D909},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 8,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733488.585500000044703,5222972.754699997603893,-123.370027010000001,42.412507470000001
2172 ARNOLD AVE SPC 10,,Other,,2172 ARNOLD AVENUE SPACE 10,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,10,,,97527,,{886746B2-A658-40B8-8A67-0F7C55873756},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 10,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733501.836500000208616,5222992.872699998319149,-123.370146039999995,42.412640900000000
2172 ARNOLD AVE SPC 14,,Other,,2172 ARNOLD AVENUE SPACE 14,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,14,,,97527,,{7D15A637-2F25-4BA9-84EF-0F009CB7BA99},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 14,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733474.594599999487400,5223008.411200001835823,-123.369901319999997,42.412743960000000
2172 ARNOLD AVE SPC 16,,Other,,2172 ARNOLD AVENUE SPACE 16,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,16,,,97527,,{2B042275-C2F7-427F-A70A-AEC5A18872B3},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 16,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733476.047600001096725,5223031.590099997818470,-123.369914379999997,42.412897690000001
2172 ARNOLD AVE SPC 42,,Other,,2172 ARNOLD AVENUE SPACE 42,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,42,,,97527,,{0FA2D9AB-07E4-4FE7-B4B3-55234D1A4673},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 42,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733436.883400000631809,5222988.470899999141693,-123.369562560000006,42.412611710000000
2172 ARNOLD AVE SPC 12,,Other,,2172 ARNOLD AVENUE SPACE 12,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,12,,,97527,,{53A630E2-ED6A-4562-9820-26AA1D1FA464},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 12,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733501.368400000035763,5223056.602600000798702,-123.370141840000002,42.413063579999999
2172 ARNOLD AVE SPC 39,,Other,,2172 ARNOLD AVENUE SPACE 39,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,39,,,97527,,{DBFD5191-C28C-4A5A-93AF-750960F357F7},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 39,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733460.029899999499321,5223065.989299997687340,-123.369770489999993,42.413125829999998
2172 ARNOLD AVE SPC 7,,Other,,2172 ARNOLD AVENUE SPACE 7,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,7,,,97527,,{30FC6AB6-3750-4BD8-A640-6FC19F104106},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 7,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733534.848799999803305,5222933.332900002598763,-123.370442600000004,42.412246009999997
2172 ARNOLD AVE SPC 9,,Other,,2172 ARNOLD AVENUE SPACE 9,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,9,,,97527,,{B7291C8A-741A-4B17-94AC-8D3E743968A6},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 9,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733530.814300000667572,5222950.727499999105930,-123.370406349999996,42.412361380000000
2172 ARNOLD AVE SPC 11,,Other,,2172 ARNOLD AVENUE SPACE 11,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,11,,,97527,,{D8D8E44B-D309-442B-959C-0B919DCC8A67},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 11,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733540.193199999630451,5222973.633400000631809,-123.370490610000004,42.412513300000001
2172 ARNOLD AVE SPC 13,,Other,,2172 ARNOLD AVENUE SPACE 13,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,13,,,97527,,{F9420A8D-8B2C-44C4-B80D-1735DB604145},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 13,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733550.689100001007318,5222990.527999997138977,-123.370584890000003,42.412625349999999
2172 ARNOLD AVE SPC 15,,Other,,2172 ARNOLD AVENUE SPACE 15,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,15,,,97527,,{6502DF58-97A0-47F4-A8C2-F1D6708DFC3C},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 15,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733548.794599998742342,5223012.494599997997284,-123.370567870000002,42.412771040000003
2172 ARNOLD AVE SPC 17,,Other,,2172 ARNOLD AVENUE SPACE 17,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,17,,,97527,,{6D37D5E4-4913-4E17-B1F7-FF45E4D859F2},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 17,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733575.621300000697374,5223023.517700001597404,-123.370808859999997,42.412844149999998
2172 ARNOLD AVE SPC 19,,Other,,2172 ARNOLD AVENUE SPACE 19,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,19,,,97527,,{65C0AF7F-C293-4FED-A09D-ED64EAC3547C},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 19,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733553.478399999439716,5223052.818199999630451,-123.370609950000002,42.413038479999997
2172 ARNOLD AVE SPC 21,,Other,,2172 ARNOLD AVENUE SPACE 21,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,21,,,97527,,{57792491-B961-45B4-9163-2B659E94AE0E},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 21,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733553.520100001245737,5223073.391099996864796,-123.370610319999997,42.413174920000003
2172 ARNOLD AVE SPC 43,,Other,,2172 ARNOLD AVENUE SPACE 43,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,43,,,97527,,{FE6A5DC3-8F8A-41C1-A609-B7878D4A3EBB},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 43,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733621.734500000253320,5223057.105800002813339,-123.371223099999995,42.413066909999998
2172 ARNOLD AVE SPC 18,,Other,,2172 ARNOLD AVENUE SPACE 18,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,18,,,97527,,{E89F0E16-75C3-4D8B-81F3-AD06AB2A7A3B},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 18,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733506.440899999812245,5223088.948799997568130,-123.370187400000006,42.413278110000000
2172 ARNOLD AVE SPC 40,,Other,,2172 ARNOLD AVENUE SPACE 40,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,40,,,97527,,{A72D1A15-8DBB-4994-B3C2-B183107A8098},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 40,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733562.944299999624491,5223097.623300001025200,-123.370694979999996,42.413335640000000
2172 ARNOLD AVE SPC 41,,Other,,2172 ARNOLD AVENUE SPACE 41,2172,,,,,,,ARNOLD,AVENUE,AVE,SPACE,41,,,97527,,{6AF1176E-0262-4745-9F62-EBF22EBBA42E},,,GPGIS,7/1/2024 18:54:44,2172,ARNOLD AVENUE,SPACE 41,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13733582.136500000953674,5223136.784100003540516,-123.370867390000001,42.413595360000002
