LICENSENUMBER,ContactName,CompanyName,DBA,NumberOfEmployees,Location,CodeNumber,BusinessType,BUSINESSPHONE,OpenedDate,BLGLOBALENTITYEXTENSIONID,situs_addressline1,situs_addressline2,situs_addressline3,situs_predirection,situs_streettype,situs_postdirection,situs_unitorsuite,situs_city,situs_state,situs_postalcode,mailing_addressline1,mailing_addressline2,mailing_addressline3,mailing_predirection,mailing_streettype,mailing_postdirection,mailing_unitorsuite,mailing_city,mailing_state,mailing_postalcode,ISSUEDDATE,EXPIRATIONDATE
BTAX-043805-07-2026,FRED & CHRISTINE  NELSON,PRO-KOTE WATERPROOFING / CONSTRUCTION,PRO-KOTE CONTRACTORS & SUPPLY,3,Outside City Limits,238190,Contractor-General/Building Exterior,5417322551,3/20/1996 0:00,CD560DE3-9720-4602-B3BF-081A61150B1A,,,,,,,,,,,955,HAMPTON,,,WAY,,,MEDFORD,OR,97501,7/15/2026 9:47,7/31/2027 9:47
BTAX-043814-07-2026,RORY  WHITE,THE ART OF PLUMBING LLC       ,,2,Outside City Limits,238220,Plumber,5419519405,8/1/2008 0:00,5049C25C-72BF-4923-A9AD-9B00B8A14C76,,,,,,,,,,,3521,TABLE ROCK,,,RD,,,MEDFORD,OR,97504,7/15/2026 10:28,7/31/2027 10:28
BTAX-043834-07-2026,DANIEL  SHELBY,D AND S HEATING AND AIR CONDITIONING,,2,Outside City Limits,238220,Contractor-HVAC Services,5414996705,7/18/2014 0:00,6B50DFE9-3486-48B4-AF07-D7577EB26FE2,,,,,,,,,,,711,MEDFORD CENTER,,,,,#430,MEDFORD,OR,97504,7/16/2026 11:01,7/31/2027 11:01
BTAX-043853-07-2026,EDWARD CURTIUS,"CURTIUS PLUMBING & MECHANICAL, INC",,2,Outside City Limits,238220,Plumber,5418578988,8/11/1999 0:00,11889860-2ACC-4F48-9E59-EE78B1B2B29E,,,,,,,,,,,1896,DELTA WATERS,,,RD,,,MEDFORD,OR,97504,7/17/2026 10:03,7/31/2027 10:03
BTAX-043867-07-2026,,RIVERTREE APARTMENTS INC      ,,2,Outside City Limits,531110,Rental Units/Landlord,5417795785,1/12/1997 0:00,0435F914-FB78-4A68-A28A-3FD512E6F395,224,ROGUE RIVER,,SW,AVE,,,GRANTS PASS,OR,97526,2251,TABLE ROCK,,,RD,,,MEDFORD,OR,97501,7/20/2026 11:24,7/31/2027 11:24
BTAX-043869-07-2026,,JADE EAST APARTMENTS  ,,2,Inside City Limits,531110,Rental Units/Landlord,5417795785,6/25/1993 0:00,1984A196-BC9C-405E-8D12-4E797D30A1FA,820,D,,NE,ST,,,GRANTS PASS,OR,97526,2251,TABLE ROCK,,,RD,,,MEDFORD,OR,97501,7/20/2026 11:56,7/31/2027 11:56
BTAX-043886-07-2026,,ZZ ELECTRIC LLC              ,,4,Outside City Limits,238210,Contractor-Electrical,5416655386,6/25/2004 0:00,EFBDC819-F969-4EB7-96BF-75B5F3809C93,,,,,,,,,,,744,GRAPE,,S,ST,,,MEDFORD,OR,97501,7/20/2026 14:14,7/31/2027 14:14
BTAX-043891-07-2026,,ACTION ELECTRIC LLC           ,,4,Outside City Limits,238210,Contractor-Electrical,5414151081,5/14/2008 0:00,058146D6-BBD7-4611-8E00-2D04A506DB96,,,,,,,,,,,3384,FOREST,,,AVE,,,MEDFORD,OR,97501,7/20/2026 16:01,7/31/2027 16:01
BTAX-043894-07-2026,JOHN CHMELIR,JCS-OREGON LLC               ,,3,Outside City Limits,238190,Contractor-General/Building Exterior,5417610616,7/1/2012 0:00,73C2AC6A-E96D-4669-BA74-ECD1F9A5832B,,,,,,,,,,,1840,BARNETT,,E,RD,,SUITE 6,MEDFORD,OR,97504,7/21/2026 8:32,7/31/2027 8:32
BTAX-043910-07-2026,KATHY  MUSTARD,MUSTARD PRESS INC            ,,11,Outside City Limits,323111,Printing-Commercial,5417732939,7/1/1984 0:00,C52E7480-ECB9-42C5-B95C-922A79198004,,,,,,,,,,,679,BRIAN,,,WAY,,,MEDFORD,OR,97501,7/23/2026 9:49,7/31/2027 9:49
BTAX-043925-07-2026,,SOUTHERN OREGON GOODWILL INDUSTRIES,,44,Inside City Limits,459510,Retail-Thrift Store,5414796000,1/1/1997 0:00,B62932BE-8719-47D6-8671-733F51DE5CCE,1101,D,,NE,ST,, ,GRANTS PASS,OR,97526,11,JACKSON,,W,ST,,,MEDFORD,OR,97501,7/24/2026 9:10,7/31/2027 9:10
BTAX-043926-07-2026,,WHITELAW WHOLESALE INC,,2,Outside City Limits,425120,Wholesale Agent,5417729261,1/1/1997 0:00,2E558B30-3845-4445-B240-2315CD2F7C1F,,,,,,,,,,,20,JACKSON,,W,ST,,,MEDFORD,OR,97501,7/24/2026 9:13,7/31/2027 9:13
BTAX-043932-07-2026,DONALD BLANK,BIG D'S PLUMBING,,2,Outside City Limits,238220,Plumber,5418217849,4/1/2022 0:00,fe47898b-a335-4f5e-8816-586ef8ce8b60,,,,,,,,,,,PO BOX 113,,,,,,,MEDFORD,OR,97501,7/27/2026 9:34,7/31/2027 9:34
BTAX-043937-07-2026,REBECCA H.  MORRISON-STONEY,CONFIDENT STAFFING EMPLOYEE LEASING & CONSTRUCTION WORKFORCE INC,,2,Inside City Limits,561311,Employment Agency,5414765932,11/5/2010 0:00,CBAE123F-F744-4B45-AC67-032887E5E0C7,164,G,,SE,ST,,,GRANTS PASS,OR,97526,1575,MCANDREWS,,E,RD,,SUITE 300,MEDFORD,OR,97504,7/27/2026 10:51,7/31/2027 10:51
TAXICO-042759-02-2026,GREG MORSE,GOOD2GOTAXI.COM,,0,Outside City Limits,485310,Transportation-Taxi,5419302303,12/15/2022 0:00,b317c6f2-ea51-4584-b2e2-c7e6f30b289d,,,,,,,,,,,1848,GARDEN ,,,DR,,,MEDFORD,OR,97504,2/10/2026 8:59,2/28/2027 8:59
BTAX-041118-08-2025,,YOUTH 71FIVE MINISTRIES ,,4,Inside City Limits,813110,Religious Organization,5417793275,1/1/2021 0:00,da759aef-f6fc-45e5-b1f4-788f5f3af8b2,1550,NEBRASKA,,,ST,,,GRANTS PASS ,OR,97527,529,EDWARDS,,,ST,,,MEDFORD ,OR,97501,8/7/2025 11:37,8/31/2026 11:37
BTAX-041397-08-2025,RYAN  HUKILL,HUKILLS INC                   ,,5,Outside City Limits,238220,Plumber,5417349000,2/20/2008 0:00,C60BAF94-A03C-436F-AA82-81C1E54D47C9,,,,,,,,,,,3650,CRATER LAKE,,,AVE,,,MEDFORD ,OR,97504,8/19/2025 12:16,8/31/2026 12:16
BTAX-041892-09-2025,,CASH CONNECTION GRANTS PASS INC,,11,Inside City Limits,522299,Pawnshop,5414769296,1/1/1997 0:00,D532BC75-8966-40AA-820B-712B7DD4AA72,754,6TH,,SW,ST,, ,GRANTS PASS,OR,97526,300,BARNETT,,E,RD,,,MEFORD,OR,97501,9/26/2025 14:57,9/30/2026 14:57
BTAX-041057-08-2025,,AUTOZONE PARTS INC,AUTOZONE #2213,8,Inside City Limits,441330,Retail-Automotive Parts & Accessories,5419561190,6/22/1997 0:00,C056388C-1367-4BFF-8FE0-6A94B29CA895,1695,6TH,,NE,ST,, ,GRANTS PASS,OR,97526,PO BOX 2198,,,,,,DEPT 8088,MEMPHIS,TN,38101,8/1/2025 10:02,8/31/2026 10:02
BTAX-041058-08-2025,,"AUTOZONE PARTS, INC                  ",AUTOZONE #2222,40,Inside City Limits,441330,Retail-Automotive Parts & Accessories,5414729700,10/31/1997 0:00,51C95D4E-E9BD-4243-A196-AA4244BC5721,1601,WILLIAMS,, ,HWY,, ,GRANTS PASS,OR,97527,PO BOX 2198,,,,,,DEPT 8088,MEMPHIS,TN,38101,8/1/2025 10:07,8/31/2026 10:07
BTAX-042429-12-2025,,RENTOKIL NORTH AMERICA INC,WESTERN EXTERMINATOR COMPANY,3,Outside City Limits,561710,Pest Control,8.00489E+14,3/11/2009 0:00,390FCDE8-7454-4E3A-A587-7903AEA33EE9,,,,,,,,,,,ATTN BUSINESS LICENSE DIVISION,,150 PEABODY PLACE,,,,,MEMPHIS,TN,38103,12/9/2025 9:39,12/31/2026 9:39
BTAX-042921-03-2026,,UNITED HERITAGE LIFE INSURANCE COMPANY,,2,Outside City Limits,524210,Insurance Agency & Brokerages,2084936100,7/7/1934 0:00,23a5659e-5c71-4807-bfe2-990c16275d5b,,,,,,,,,,,ATTN: ACCOUNTING DEPT,707 UNITED HERITAGE,,E,CT,,,MERIDIAN,ID,83642,3/10/2026 8:32,2/28/2027 8:32
BTAX-043743-07-2026,"NEIL & HILL, THOMAS  NELSON",ENGINEERED STRUCTURES INC    ,,2,Outside City Limits,238190,Contractor-General/Building Exterior,2083623040,6/8/2011 0:00,2E7A3D83-C2B3-4B37-8B55-A3052B8BCBD6,2200,COBALT POINT,,S,WAY,,,MERIDIAN,ID,83642,2200,COBALT POINT,,S,WAY,,,MERIDIAN,ID,83642,7/13/2026 15:24,7/31/2027 15:24
BTAX-041082-08-2025,BENJAMIN QUAL,BENJAMIN DAVID QUAL CONSTRUCTION,QUAL CONSTRUCTION,1,Outside City Limits,238190,Contractor-General/Building Exterior,5414508029,6/11/2021 0:00,0e81abb8-5431-41e8-abbb-549b968340fc,,,,,,,,,,,194,GARY,,,LN,,,MERLIN,OR,97532,8/4/2025 11:03,8/31/2026 11:03
BTAX-041131-08-2025,DAVID  DIAS,DAVE DIAS LANDSCAPE MAINT,,1,Outside City Limits,541320,Landscaping Services,5414761281,3/1/1997 0:00,D06CFDA3-A6BA-4896-B3A8-6F46EB8C050B,,,,,,,,,,,PO BOX 837,,,,,,,MERLIN,OR,97532,8/8/2025 15:05,8/31/2026 15:05
BTAX-041171-08-2025,JUAN ESPINDOLA,TACOMANIA STREET TACOS Y MAS,TACOMANIA,3,Outside City Limits,722320,Caterer,5412919010,11/3/2017 0:00,4c382694-8ed4-4eda-9cf9-daa1b003991b,1863,WASHINGTON,,NW,BLVD,,,GRANTS PASS,OR,97526,144,MERLIN,,,RD,,,MERLIN,OR,97532,8/12/2025 10:31,8/31/2026 10:31
BTAX-041329-08-2025,CONNIE WRIGHT,SOUTHERN OR PLAY THERAPY,,1,Inside City Limits,621112,Medical-Mental Health Specialist,5416596165,3/29/2017 0:00,3ced02d8-987c-4071-a3ab-94b126444579,980,6TH,,SW,ST,,SUITE 18,GRANTS PASS,OR,97526,PO BOX 188,,,,,,,MERLIN,OR,97532,8/18/2025 14:52,8/31/2026 14:52
BTAX-041453-08-2025,PAUL  BOKMAN,LIVING RUBBER CO,,1,Outside City Limits,311999,Manufacturing-Misc Food,5414711248,1/11/2005 0:00,2A9A5533-8FFE-484D-8950-23F5CA68072F,,,,,,,,,,,PO BOX 245,,,,,,,MERLIN,OR,97532,8/20/2025 12:33,8/31/2026 12:33
BTAX-041501-08-2025,,EVERGREEN PROPERTIES INC,,2,Outside City Limits,531110,Rental Units/Landlord,5412441800,12/1/1998 0:00,274BBF73-867D-4BF6-AAF0-776C9203C084,215,6TH,,SE,ST,,# 205,GRANTS PASS,OR,97526,PO BOX 32,,,,,,,MERLIN,OR,97532,8/22/2025 11:14,8/31/2026 11:14
BTAX-041588-08-2025,RITA FARRIS,THE GROOM SHOP LLC            ,,1,Inside City Limits,812910,Pet Care Services,5414793622,9/8/2014 0:00,476CC67A-8909-4CEE-B6D9-866992567184,1515,REDWOOD,, ,AVE,, ,GRANTS PASS,OR,97527,645,CROW,,,RD,,,MERLIN,OR,97532,8/28/2025 16:24,8/31/2026 16:24
BTAX-041628-09-2025,ROY & REBECA  MANBECK,GIFT OF LIFE IRRIGATION       ,,1,Outside City Limits,541320,Landscaping Services,5417616550,9/1/2009 0:00,D630B096-DFA9-4AE5-B728-FD7B6B088E39,,,,,,,,,,,683,BARKER,,,DR,,,MERLIN,OR,97532,9/3/2025 14:09,8/31/2026 14:09
BTAX-041735-09-2025,,ADVANCED ELECTRICAL SERVICES LLC,,2,Outside City Limits,238210,Contractor-Electrical,5419557086,6/1/2009 0:00,39A3715C-EE87-4F75-9081-D3E0DEAA7E73,,,,,,,,,,,184,HARLEY,,,LN,,,MERLIN,OR,97532,9/12/2025 10:08,9/30/2026 10:08
BTAX-041770-09-2025,,PRATT ENTERPRISES INC,SOUTHERN OREGON SCHOOL OF MUSIC,9,Inside City Limits,611710,Educational Support Services,5412262300,8/16/2017 0:00,bbc17148-0311-48e9-b43e-e52983d037be,141,C,,NW,ST,,E,GRANTS PASS,OR,97526,PO BOX 971,,,,,,,MERLIN,OR,97532,9/16/2025 11:26,9/30/2026 11:26
BTAX-041809-09-2025,SHANNON BIFANO,MIGHTY BITES,,1,Inside City Limits,812910,Pet Care Services,2097699794,7/19/2016 0:00,8f94f320-e4dd-4e7a-8dd2-2ea8d2ac6884,454,IRENA,,,RD,,,GRANTS PASS,OR,97526,PO BOX 1043,,,,,,,MERLIN,OR,97532,9/18/2025 11:29,9/30/2026 11:29
BTAX-042065-10-2025,JEFFREY  TUCKER,TUCKERS                       ,,8,Inside City Limits,812111,Barber Shop,5412264952,9/9/2013 0:00,D74E1C0C-6C17-42B9-934A-9359C6ADBBDD,1330,6TH,,NW,ST,, ,GRANTS PASS,OR,97526,PO BOX 1488,,,,,,,MERLIN,OR,97532,10/20/2025 14:34,10/31/2026 14:34
BTAX-042195-11-2025,MINDY DORMAN,MINDY'S CLEANING SOLUTIONS,,1,Outside City Limits,561720,Cleaning Service,5412448120,1/11/2016 0:00,56de6c62-3027-4cbb-a127-c9d1f7e62245,5480,JUMP OFF JOE CREEK,, ,RD,, ,GRANTS PASS,OR,97526,PO BOX 1051,,, ,,, ,MERLIN,OR,97532,11/4/2025 9:43,11/30/2026 9:43
BTAX-042282-11-2025,RODNEY LOWE,HORSEMAN'S RACING ASSOCIATION LLC,,2,Outside City Limits,711212,Racetrack,5415822662,7/1/2022 0:00,d480427c-ee13-4308-8c42-52d6abcab586,,,,,,,,,,,252,HIDDEN ACRES,,,DR,,,MERLIN,OR,97532,11/14/2025 9:28,11/30/2026 9:28
BTAX-042363-12-2025,JUSTIN HOBART,HOBART TRUCKING AND EXCAVATION LLC,,2,Outside City Limits,484110,Transportation-Trucking (Local),5412181123,10/17/2022 0:00,6e295538-9210-4d34-9305-8159fe24699a,,,,,,,,,,,2350,ABEGG,,,RD,,,MERLIN,OR,97532,12/1/2025 16:12,12/31/2026 16:12
BTAX-042389-12-2025,DARRIN & CAPRI MULDER,MULDER ONE INC,CASTLE CLEANING CO.,8,Outside City Limits,561720,Janitorial Services,5417271300,11/4/2002 0:00,6E512EE0-3E67-44B9-83EA-BADB085D101E,,,,,,,,,,,2240,RUSSELL,,,RD,,,MERLIN,OR,97532,12/4/2025 12:17,12/31/2026 12:17
BTAX-042459-12-2025,CAROL  ORTON,FIRE RIVER MUSIC LLC         ,,2,Inside City Limits,459140,Retail-Music/Instruments & Supplies,5412870117,12/1/2015 0:00,8E563F3E-DBB5-49E4-88BE-3CEACD7DC195,302,H,,SE,ST,, ,GRANTS PASS,OR,97526,661,ABEGG,,,RD,,,MERLIN,OR,97532,12/15/2025 10:13,12/31/2026 10:13
BTAX-042469-12-2025,ALFONSO & CASSIE  BANUELOS,NORTH VALLEY HOME & YARD SERVICE,,1,Outside City Limits,541320,Landscaping Services,5414418127,3/7/2005 0:00,44B82B4D-1B0C-4D1B-A239-42416F3264E0,,,,,,,,,,,185,STARFLOWER,,,WAY,,,MERLIN,OR,97532,12/15/2025 13:01,12/31/2026 13:01
BTAX-042596-01-2026,,OGDEN BUILDING & PLUMBING     ,,1,Inside City Limits,238220,Plumber,5414154652,9/24/2014 0:00,3AE68872-7A01-4F05-9E3E-5542DA20DA5F,,,,,,,,,,,536,CROW,,,RD,,,MERLIN,OR,97532,1/12/2026 11:51,12/31/2026 11:51
BTAX-042659-01-2026,MARY LAWSON,ILLUMINATE SKIN HEALTH LLC,,1,Inside City Limits,812112,Beauty Salon,,7/27/2020 0:00,5b2e0e69-4266-42c3-8244-84ab0a7f0612,212,8TH,,SE,ST,,,GRANTS PASS,OR,97526,PO BOX,1379,,,,,,MERLIN,OR,97532,1/20/2026 14:49,1/31/2027 14:49
BTAX-042662-01-2026,BETTY FRIEDRICHSMEYER,"ESSENTIALS FOR SELF RELIANCE, LLC",,2,Inside City Limits,459999,Retail-Misc Direct Selling Establishment,5412877507,11/3/2020 0:00,cf9b0149-1f76-47e9-90b0-8450d25f426d,120,GALICE,,,RD,,,MERLIN,OR,97532,120,GALICE,,,RD,,,MERLIN,OR,97532,1/20/2026 14:59,1/31/2027 14:59
BTAX-042690-01-2026,HEATHER WICKS,OHANA HOUSE CLEANING,,1,Inside City Limits,561720,Cleaning Service,8089272423,10/11/2018 0:00,a2f6f598-1fc4-4b9d-9ab4-62812149792b,,,,,,,,,,,491,ABEGG,,,RD,,,MERLIN,OR,97532,1/26/2026 14:49,1/31/2027 14:49
BTAX-042706-01-2026,CHRIS HATHAWAY,EAGLE LANDSCAPE MAINTENANCE,,1,Outside City Limits,541320,Landscaping Services,5414742237,1/15/2019 0:00,fdcc83e4-e6aa-433e-aa4e-6f2540943e65,,,,,,,,,,,PO BOX 1074,,,,,,,MERLIN,OR,97532,1/30/2026 16:17,1/31/2027 16:17
BTAX-042721-02-2026,OLGA RICHARDS,RICHARDS WELDING,,2,Outside City Limits,238190,Welding/Fabrication,5414769263,10/15/2023 0:00,6fed48db-682a-4527-8579-2a28cdc087ef,,,,,,,,,,,304,MERLIN,,,DR,,,MERLIN,OR,97532,2/3/2026 14:16,1/31/2027 14:16
BTAX-042733-02-2026,ANNA CHAUFFE FAITH CHAUFFE,THE CREATOR'S GALLERY & BOUTIQUE,,1,Inside City Limits,458110,Retail-General Merchandise ,5419449787,12/27/2022 0:00,02607041-c95e-4d6d-93f8-cf9225e7e981,103,K,,SE,ST,,,GRANTS PASS,OR,97526,PO BOX 115,,,,,,,MERLIN,OR,97532,2/4/2026 14:38,2/28/2027 14:38
BTAX-042862-02-2026,MARYBETH CAMIRE,"THE GOLDEN RULE INCOME TAX AND BOOKKEEPING SERV., LLC",,1,Inside City Limits,541213,Tax Preparation Services,5414791568,1/5/2018 0:00,f68e34d1-654c-4b2d-a113-c7fcd3237338,777,7TH,,NE,ST,,202,GRANTS PASS,OR,97526,PO BOX,1346,,,,,,MERLIN,OR,97532,2/27/2026 10:10,2/28/2027 10:10
BTAX-042934-03-2026,FRANK MCELHERAN,THREE DIMENSIONAL CONTRACTING LLC DBA 3DC,3DC,6,Outside City Limits,238190,Contractor-General/Building Exterior,5412615491,1/1/2021 0:00,fec2ab4c-b7b6-4c43-bf29-a0000e4dad96,,,,,,,,,,,PO BOX 1278,,,,,,,MERLIN,OR,97532,3/10/2026 11:03,3/31/2027 11:03
BTAX-043010-03-2026,ROGER AND ALICE SMITH ,JAY-C INC,JIMS SEPTIC SERVICE,3,Outside City Limits,562991,Waste-Septic Tank & Related Services,5414769726,7/1/1987 0:00,BF49511D-ACDC-491F-8465-E3EEFD631CE7,,,,,,,,,,,PO BOX 384,,,,,,,MERLIN,OR,97532,3/23/2026 11:01,3/31/2027 11:01
BTAX-043174-04-2026,KAYLEN MAYNARD,LEGACY POOLS LLC,,3,Inside City Limits,238190,Contractor-General/Building Exterior,5412180620,3/1/2016 0:00,00e2f0f4-822f-487f-9398-bdf32df54063,1150,PLEASANT VALLEY,,,RD,, ,MERLIN,OR,97532,1150,PLEASANT VALLEY,,,RD,, ,MERLIN,OR,97532,4/20/2026 12:22,3/31/2027 12:22
BTAX-043226-05-2026,PETE SCAGLIONE,SCAGLIONE SHITO RYU KARATE,,2,Inside City Limits,713940,Fitness Center,5412911492,7/1/2019 0:00,b91f6ade-b3d8-4ad8-9c84-04bc18238e30,2060,VINE,,NW,ST,, ,GRANTS PASS,OR,97526,PO BOX 1091,,,,,,,MERLIN,OR,97532,5/4/2026 12:55,4/30/2027 12:55
BTAX-043232-05-2026,PATRICK PLOURD,PATRICK & KATHLEEN PLOURD,,1,Outside City Limits,531110,Rental Units/Landlord,2539488620,4/26/2016 0:00,5bafb18e-bc54-41a1-a578-d525db361837,,,,,,,,,,,210,HARTSFIELD,,,LN,,,MERLIN,OR,97527,5/5/2026 13:47,5/31/2027 13:47
BTAX-043276-05-2026,ANNE-MARIE HOLLOWAY,MISS ANN'S KIDDIE KORNER LLC,,5,Inside City Limits,624410,Child Day Care,54187430153,11/3/2020 0:00,a0ad2030-7f35-4daf-bbf9-09c64d18c5af,1117,GREENWOOD,,SW,AVE,, ,GRANTS PASS,OR,97526,1432,WILDFLOWER,,,DR,,,MERLIN,OR,97532,5/12/2026 11:47,5/31/2027 11:47
BTAX-043301-05-2026,GENE ROBERTSON,TRUEBUILT HOMES LLC           ,,2,Outside City Limits,238190,Contractor-General/Building Exterior,5416609868,1/19/2007 0:00,66D96E0F-10C0-4CDA-9D18-B54A3D01FF97,,,,,,,,,,,PO BOX 899,,,,,,,MERLIN,OR,97532,5/18/2026 15:56,5/31/2027 15:56
BTAX-043366-06-2026,SEAN VIGNONE,SEAN'S APPLIANCE REPAIR,,1,Outside City Limits,811412,Appliance Reapair/Maint,5414154268,1/9/2020 0:00,d1778948-4cb1-4abe-85e7-341258f9d5be,,,,,,,,,,,1160,WILDFLOWER,,,DR,,,MERLIN,OR,97532,6/1/2026 11:56,5/31/2027 11:56
BTAX-043370-06-2026,SUSIE GRIESS,DYNAMIS ACCOUNTING SOLUTIONS LLC,,2,Inside City Limits,4239,OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,5417082180,1/2/2019 0:00,53633497-59d4-4aae-be43-4aa561e253b7,,,,,,,,,,,PO BOX 655,,,,,,,MERLIN,OR,97532,6/1/2026 12:24,5/31/2027 12:24
BTAX-043451-06-2026,PHILLIP MARSHALL,"3M CONSTRUCTION, LLC",,1,Outside City Limits,238190,Contractor-General/Building Exterior,5625472371,4/23/2018 0:00,88e97bdd-8418-4a12-bf71-f9881ed44dfd,,,,,,,,,,,2655,HUGO,,,RD,,,MERLIN,OR,97532,6/15/2026 9:13,6/30/2027 9:13
BTAX-043515-06-2026,EKATERINA  EWERS,RUSSIAN HANDS                 ,,1,Inside City Limits,621399,Medical-Massage Therapy,5416595670,1/31/2007 0:00,C7AC90EB-7914-4914-BCFD-0C68EE72D575,1837,NEBRASKA,,SW,AVE,,,GRANTS PASS,OR,97527,PO BOX 1227,,,,,,,MERLIN,OR,97532,6/29/2026 16:24,6/30/2027 16:24
BTAX-043587-07-2026,DEBBIE HULIN,"DILLARD'S ROOFING AND CONSTRUCTION, LLC",,2,Inside City Limits,238160,Roofing,5412180472,3/19/2020 0:00,74cb18d0-fd58-45b7-9b50-5ff109098218,,,,,,,,,,,PO BOX 423,,,,,,,MERLIN,OR,97532,7/7/2026 10:24,6/30/2027 10:24
BTAX-043739-07-2026,EDWARD A & BARBRA  PREMO,EDWARD A & BARBRA PREMO RENTALS,,2,Outside City Limits,531110,Rental Units/Landlord,5419568836,9/5/1989 0:00,07E0A5B8-3A9F-4917-B267-7BAAF9A305FC,,,,,,,,,,,PO BOX 1371,,,,,,,MERLIN,OR,97532,7/13/2026 9:18,7/31/2027 9:18
BTAX-043753-07-2026,WILLIAM T & KERRY  FERGUSON,FERGUSON FABRICATION LLC     ,,9,Outside City Limits,238190,Welding/Fabrication,5414719220,10/24/1996 0:00,C07F306C-F726-46E6-AB77-7D0BF008811C,,,,,,,,,,,100,GALICE,,,RD,,,MERLIN,OR,97532,7/14/2026 10:47,7/31/2027 10:47
BTAX-042403-12-2025,,"LOST RIVER HAY CO, LLC",,4,Inside City Limits,111940,Farming-Hay,5418913324,11/2/2022 0:00,1220d526-1d58-4e8b-b1a9-2a4f68a27c4c,2475,WILLIAMS,, ,HWY,, ,GRANTS PASS,OR,97527,PO BOX  812,,,,,,,MERRILL,OR,97633,12/8/2025 11:33,12/31/2026 11:33
BTAX-041179-08-2025,,PARAMOUNT ELECTRIC COMPANY,,9,Outside City Limits,238210,Contractor-Electrical,5037032571,1/12/2002 0:00,BDE5EC8D-9B2D-4F71-8C30-56B1A104D107,3243,RIESLING,,,RD,,,MILWAUKIE,OR,97267,3243,RIESLING,,SE,RD,,,MILWAUKIE,OR,97267,8/12/2025 15:45,8/31/2026 15:45
BTAX-041571-08-2025,SARABETH DODD,STONER ELECTRIC LLC,,2,Outside City Limits,238210,Contractor-Electrical,5034626500,11/11/1996 0:00,CB3DA459-1C9E-419C-B12C-23E951C52B19,,,,,,,,,,,1904,OCHOCO,,SE,ST,,,MILWAUKIE,OR,97222,9/8/2025 9:32,8/31/2026 9:32
BTAX-043946-07-2026,GORDON DAY,DAY MANAGEMENT CORP,DAY WIRELESS SYSTEMS,12,Outside City Limits,238190,Contractor-General/Building Exterior,5036591240,5/24/2018 0:00,25cdc8d7-bf87-475c-8f56-cad4490745af,,,,,,,,,,,PO BOX 22169,,,,,,,MILWAUKIE,OR,97269,7/27/2026 12:52,7/31/2027 12:52
BTAX-041621-09-2025,ROBERT LING JR,"UNFI GROCERS DISTRIBUTION, INC",,1,Outside City Limits,425120,Wholesale Agent,9528284529,2/10/2008 0:00,A57A532D-5AF7-49D3-8050-1A142A7E0014,5300,SHEILA,,,ST,,,COMMERCE,CA,90040,ATTN: LICENSE GROUP,,PO BOX 990,,,,,MINNEAPOLIS,MN,55440,9/3/2025 11:19,9/30/2026 11:19
BTAX-041729-09-2025,,GARDA CL NORTHWEST INC,,3,Outside City Limits,561613,Armored Car Services,5619397000,7/31/1997 0:00,AF00D79C-6272-4A5E-A98A-030C72EB27A2,407,PECH,,,RD,,,CENTRAL POINT,OR,97502,PO BOX 8000,,,,,,,MONSEY,NY,10952,9/10/2025 14:50,9/30/2026 14:50
BTAX-041706-09-2025,GARY  PORTER,PORTER CONSTRUCTION           ,,3,Outside City Limits,238190,Contractor-General/Building Exterior,5416603536,12/9/1996 0:00,1A35514A-45B9-461B-8899-2179F7D1D04B,,,,,,,,,,,PO BOX 400,,,,,,,MURPHY,OR,97533,9/9/2025 12:35,9/30/2026 12:35
BTAX-041852-09-2025,,JAVIER OROZCO TREE SERVICE,JOTS TREE SERVICE,3,Inside City Limits,561730,Tree Services,5419569936,1/1/1999 0:00,be1be2a6-ce1a-499f-9a34-1617c4f40ae9,226,HUMPHREY,,,LN,,,GRANTS PASS,OR,97527,PO BOX 429,,,,,,,MURPHY,OR,97533,9/23/2025 10:19,9/30/2026 10:19
BTAX-041983-10-2025,,SOUTHERN OREGON CLEAN & GREEN JANITORIAL SERVICES,,2,Outside City Limits,561720,Janitorial Services,5417612332,1/1/2013 0:00,209DA934-3E90-4029-863B-22D3FC5CDA06,,,,,,,,,,,PO BOX 534,,,,,,,MURPHY,OR,97533,10/10/2025 10:23,10/31/2026 10:23
BTAX-042213-11-2025,GREGG & CHARLENE  PAINTON,GREGG & CHARLENE PAINTON      ,,2,Outside City Limits,531110,Rental Units/Landlord,5415077613,1/31/2014 0:00,204B8914-8F03-4E66-A326-51E613C4E9B9,,,,,,,,,,,PO BOX 276,,,,,,,MURPHY,OR,97533,11/4/2025 11:32,9/30/2026 11:32
BTAX-042321-11-2025,ROGER E & LOREEN L  EVENSEN,MOUNTAIN IRON WORKS LLC      ,,1,Outside City Limits,238990,Contractor-Trade/Specialty,5418622228,5/20/1996 0:00,5A519CB7-706A-4E93-8B43-E04C92485576,,,,,,,,,,,PO BOX 113,,,,,,,MURPHY,OR,97533,11/19/2025 10:39,11/30/2026 10:39
